cancer.type	eQTL.type	tagSNP	LD	SNP.ID	SNP.position.hg19	Gene.symbol	Gene.position.hg19	Beta	t-stat	P-value	GWAS-Traits	
PCPG	cis	1	rs1001530	chr5:176985515	HK3	chr5:176307871-176326333:-	-0.54	-4.29	3.16E-5	Alzheimer disease and age of onset	
PCPG	cis	1	rs422844	chr20:25445591	FAM182A	chr20:26035250-26067552:+	-0.48	-5.87	2.54E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4237643	chr11:43648368	HSD17B12	chr11:43702143-43878160:+	0.45	5.54	1.28E-7	Forced vital capacity	
PCPG	cis	1	rs4239227	chr17:28389103	EFCAB5	chr17:28256874-28435469:+	-0.45	-4.36	2.39E-5	Coffee consumption (cups per day)	
PCPG	cis	1	rs4263408	chr4:39785276	RPL9	chr4:39455747-39460568:-	-0.57	-5.99	1.41E-8	Plasma amyloid beta peptide concentrations (ABx-40)	
PCPG	cis	1	rs4294134	chr7:135293128	SLC13A4	chr7:135365993-135412933:-	-0.55	-5.17	7.13E-7	Paget's disease	
PCPG	cis	1	rs429657	chr15:65813764	DPP8	chr15:65737999-65810035:-	0.17	4.16	5.21E-5	Mean corpuscular hemoglobin	
PCPG	cis	1	rs4309773	chr3:134277301	ANAPC13	chr3:134196547-134204865:-	0.35	4.92	2.17E-6	Height	
PCPG	cis	1	rs4311997	chr10:124179299	PLEKHA1	chr10:124134220-124191866:+	-0.31	-4.36	2.33E-5	Height	
PCPG	cis	1	rs431328	chr19:22222236	ZNF257	chr19:22235266-22273901:+	0.51	5.27	4.5E-7	Chagas cardiomyopathy in Tripanosoma cruzi seropositivity	
PCPG	cis	1	rs43184	chr5:56141777	C5orf35	chr5:56205103-56213010:+	1.05	9.87	4.06E-18	Type 2 diabetes	
PCPG	cis	1	rs4323544	chr9:123647377	LOC253039	chr9:123605320-123616644:+	-0.56	-5.43	2.15E-7	Rheumatoid arthritis	
PCPG	cis	1	rs4328498	chr17:28344276	EFCAB5	chr17:28256874-28435469:+	-0.44	-4.33	2.7E-5	Coffee consumption (cups per day)	
PCPG	cis	1	rs4334685	chr3:134304335	ANAPC13	chr3:134196547-134204865:-	0.35	4.81	3.5E-6	Height	
PCPG	cis	1	rs4351999	chr15:65992380	DPP8	chr15:65737999-65810035:-	-0.19	-4.71	5.38E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs436039	chr19:22214873	ZNF257	chr19:22235266-22273901:+	0.5	4.88	2.67E-6	Chagas cardiomyopathy in Tripanosoma cruzi seropositivity	
PCPG	cis	1	rs4366668	chr15:65903398	DPP8	chr15:65737999-65810035:-	-0.19	-4.63	7.79E-6	Mean corpuscular hemoglobin	
PCPG	cis	1	rs4367113	chr3:134287975	ANAPC13	chr3:134196547-134204865:-	0.36	5.01	1.45E-6	Height	
PCPG	cis	1	rs4368544	chr3:134300014	ANAPC13	chr3:134196547-134204865:-	-0.36	-4.86	2.85E-6	Height	
PCPG	cis	1	rs4372836	chr2:28973883	TRMT61B	chr2:29072690-29093175:-	-0.49	-4.8	3.65E-6	Body mass index	
PCPG	cis	1	rs4375281	chr1:92987575	EVI5	chr1:92974255-93257961:-	-0.29	-4.03	8.73E-5	Cholesterol, total	
PCPG	cis	1	rs4375701	chr17:45712218	C17orf57	chr17:45401142-45518675:+	0.39	4.57	9.87E-6	Very long-chain saturated fatty acid levels (fatty acid 20:0)	
PCPG	cis	1	rs4376778	chr1:46288846	CCDC163P	chr1:45960581-45965646:-	-0.38	-5.53	1.34E-7	Body mass index	
PCPG	cis	1	rs439295	chr3:156572455	LEKR1	chr3:156544076-156763918:+	-0.5	-4.94	2.03E-6	Bone mineral density	
PCPG	cis	1	rs4407214	chr2:29118258	TRMT61B	chr2:29072690-29093175:-	0.43	4.09	7.02E-5	Breast cancer (estrogen-receptor negative);Breast cancer	
PCPG	cis	1	rs4408846	chr3:41753679	ULK4	chr3:41288091-42003660:-	0.72	9.66	1.53E-17	Diastolic blood pressure	
PCPG	cis	1	rs4411512	chr16:31347445	ITGAX	chr16:31366509-31394318:+	0.22	4.59	8.98E-6	IgA nephropathy	
PCPG	cis	1	rs4417907	chr3:134291363	ANAPC13	chr3:134196547-134204865:-	0.37	5	1.53E-6	Height	
PCPG	cis	1	rs441810	chr21:42698907	FAM3B	chr21:42676177-42729654:+	0.57	6.03	1.17E-8	Elevated serum carcinoembryonic antigen levels;Tumor biomarkers	
PCPG	cis	1	rs4423809	chr3:134300107	ANAPC13	chr3:134196547-134204865:-	-0.36	-4.86	2.85E-6	Height	
PCPG	cis	1	rs4465649	chr17:28394747	EFCAB5	chr17:28256874-28435469:+	-0.43	-4.21	4.24E-5	Coffee consumption (cups per day)	
PCPG	cis	1	rs4465650	chr17:28396721	EFCAB5	chr17:28256874-28435469:+	0.45	4.37	2.27E-5	Coffee consumption (cups per day)	
PCPG	cis	1	rs447722	chr20:25443510	FAM182A	chr20:26035250-26067552:+	-0.48	-5.87	2.54E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs448396	chr20:25440269	FAM182A	chr20:26035250-26067552:+	-0.48	-5.87	2.54E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs449043	chr21:42700410	FAM3B	chr21:42676177-42729654:+	-0.53	-5.65	7.7E-8	Elevated serum carcinoembryonic antigen levels;Tumor biomarkers	
PCPG	cis	1	rs4498009	chr3:134198008	ANAPC13	chr3:134196547-134204865:-	0.34	4.72	5.33E-6	Height	
PCPG	cis	1	rs4506917	chr16:31347350	ITGAX	chr16:31366509-31394318:+	0.22	4.59	8.98E-6	IgA nephropathy	
PCPG	cis	1	rs4509126	chr6:170068058	WDR27	chr6:169857307-170102159:-	-0.57	-6.26	3.71E-9	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs4509958	chr15:50894175	SPPL2A	chr15:50999739-51057910:-	0.32	4.63	7.58E-6	QT interval	
PCPG	cis	1	rs453329	chr20:25440593	FAM182A	chr20:26035250-26067552:+	-0.49	-5.91	2.1E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs453329	chr20:25440593	FAM182B	chr20:25744102-25848786:-	0.31	4.03	8.62E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4533340	chr17:28277951	EFCAB5	chr17:28256874-28435469:+	0.42	4.09	6.92E-5	Coffee consumption (cups per day)	
PCPG	cis	1	rs4535272	chr3:134299916	ANAPC13	chr3:134196547-134204865:-	-0.36	-4.86	2.81E-6	Height	
PCPG	cis	1	rs454422	chr20:5943693	MCM8	chr20:5931298-5975829:+	-0.32	-4.21	4.29E-5	HIV-1 viral setpoint	
PCPG	cis	1	rs4545281	chr1:46360054	CCDC163P	chr1:45960581-45965646:-	-0.4	-5.92	2.05E-8	Body mass index	
PCPG	cis	1	rs4549034	chr2:28972579	TRMT61B	chr2:29072690-29093175:-	-0.5	-4.82	3.35E-6	Body mass index	
PCPG	cis	1	rs4560868	chr9:115985499	CDC26	chr9:116029290-116037869:-	0.49	6.48	1.19E-9	Hematology traits	
PCPG	cis	1	rs4572812	chr3:134291177	ANAPC13	chr3:134196547-134204865:-	-0.36	-4.86	2.85E-6	Height	
PCPG	cis	1	rs4575590	chr17:28361969	EFCAB5	chr17:28256874-28435469:+	-0.45	-4.36	2.39E-5	Coffee consumption (cups per day)	
PCPG	cis	1	rs4605213	chr17:49244747	NME1-NME2	chr17:49230920-49249104:+	0.34	4.13	6.04E-5	Height	
PCPG	cis	1	rs4606360	chr1:173699007	SERPINC1	chr1:173872943-173886516:-	0.4	4.13	5.95E-5	Subjective well-being	
PCPG	cis	1	rs4640348	chr2:28965479	TRMT61B	chr2:29072690-29093175:-	-0.48	-4.61	8.38E-6	Body mass index	
PCPG	cis	1	rs4643294	chr15:85250253	WDR73	chr15:85186012-85197524:-	-0.45	-4.45	1.66E-5	Schizophrenia	
PCPG	cis	1	rs4646536	chr12:58157988	FAM119B	chr12:58166383-58176323:+	0.51	4.86	2.85E-6	Multiple sclerosis	
PCPG	cis	1	rs4646536	chr12:58157988	TSFM	chr12:58176536-58191367:+	-0.54	-6.55	7.93E-10	Multiple sclerosis	
PCPG	cis	1	rs4660306	chr1:45978675	CCDC163P	chr1:45960581-45965646:-	0.57	9.28	1.48E-16	Homocysteine levels	
PCPG	cis	1	rs4660317	chr1:46326226	CCDC163P	chr1:45960581-45965646:-	-0.38	-5.45	1.97E-7	Body mass index	
PCPG	cis	1	rs4660319	chr1:46341623	CCDC163P	chr1:45960581-45965646:-	-0.38	-5.45	1.97E-7	Body mass index	
PCPG	cis	1	rs4660321	chr1:46366760	CCDC163P	chr1:45960581-45965646:-	-0.37	-5.29	4.19E-7	Body mass index	
PCPG	cis	1	rs4660898	chr1:46402171	CCDC163P	chr1:45960581-45965646:-	-0.38	-5.55	1.23E-7	Body mass index	
PCPG	cis	1	rs4660910	chr1:46548402	CCDC163P	chr1:45960581-45965646:-	-0.41	-5.91	2.14E-8	Body mass index	
PCPG	cis	1	rs4666118	chr2:28951698	TRMT61B	chr2:29072690-29093175:-	-0.51	-5.07	1.14E-6	Body mass index	
PCPG	cis	1	rs4666119	chr2:28975690	TRMT61B	chr2:29072690-29093175:-	-0.49	-4.73	4.96E-6	Body mass index	
PCPG	cis	1	rs4687552	chr3:52838402	ITIH4	chr3:52847007-52866554:-	0.34	5.02	1.41E-6	Bipolar disorder	
PCPG	cis	1	rs4690909	chr4:159629151	ETFDH	chr4:159593277-159629839:+	-0.37	-4.78	4.09E-6	Blood metabolite levels;Metabolite levels;Metabolic traits;Acylcarnitine levels	
PCPG	cis	1	rs469758	chr5:96121715	ERAP1	chr5:96096515-96149837:-	-0.33	-5	1.54E-6	Ankylosing spondylitis	
PCPG	cis	1	rs469758	chr5:96121715	ERAP2	chr5:96211644-96255398:+	0.42	4.24	3.89E-5	Ankylosing spondylitis	
PCPG	cis	1	rs470119	chr22:50966914	TYMP	chr22:50964184-50968514:-	-0.17	-4.2	4.46E-5	Mean corpuscular hemoglobin	
PCPG	cis	1	rs4706254	chr6:86602813	SNHG5	chr6:86386726-86388451:-	-0.47	-6.13	6.94E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs4707239	chr6:86610717	SNHG5	chr6:86386726-86388451:-	-0.47	-6.15	6.52E-9	Response to antipsychotic treatment	
PCPG	cis	1	rs4710941	chr6:20694228	CDKAL1	chr6:20534688-21232632:+	-0.43	-4.41	1.92E-5	Type 2 diabetes	
PCPG	cis	1	rs4712120	chr6:56092916	COL21A1	chr6:55921389-56258892:-	0.72	10.75	1.85E-20	Pulse pressure	
PCPG	cis	1	rs4715590	chr6:56060017	COL21A1	chr6:55921389-56258892:-	0.74	11.39	3.39E-22	Pulse pressure	
PCPG	cis	1	rs4716375	chr6:170071218	WDR27	chr6:169857307-170102159:-	-0.57	-6.26	3.71E-9	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs4716378	chr6:170086568	WDR27	chr6:169857307-170102159:-	-0.55	-5.69	6.29E-8	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs4716380	chr6:170090399	WDR27	chr6:169857307-170102159:-	-0.51	-5.47	1.75E-7	Thiazide-induced adverse metabolic effects in hypertensive patients	
PCPG	cis	1	rs4722286	chr7:23913624	C7orf46	chr7:23719749-23742268:+	-0.41	-5.26	4.73E-7	Schizophrenia	
PCPG	cis	1	rs4726669	chr7:143758191	ARHGEF35	chr7:143883677-143892736:-	-0.35	-4.08	7.09E-5	Obesity-related traits	
PCPG	cis	1	rs473073	chr10:131429646	MGMT	chr10:131265454-131565783:+	0.37	4.9	2.44E-6	Response to temozolomide	
PCPG	cis	1	rs473771	chr10:131408155	MGMT	chr10:131265454-131565783:+	0.36	4.7	5.68E-6	Response to temozolomide	
PCPG	cis	1	rs4750759	chr10:131436603	MGMT	chr10:131265454-131565783:+	-0.37	-4.88	2.66E-6	Response to temozolomide	
PCPG	cis	1	rs4755726	chr11:43642130	HSD17B12	chr11:43702143-43878160:+	-0.46	-5.71	5.69E-8	Forced vital capacity	
PCPG	cis	1	rs4759229	chr12:56474480	RPS26	chr12:56435686-56438005:+	-0.64	-7.01	7.13E-11	Cognitive function	
PCPG	cis	1	rs4763879	chr12:9910164	CLECL1	chr12:9868457-9885860:-	-0.39	-4.9	2.41E-6	Type 1 diabetes	
PCPG	cis	1	rs4769474	chr13:26731453	CDK8	chr13:26828756-26978569:+	0.3	4.5	1.33E-5	Response to Homoharringtonine (cytotoxicity)	
PCPG	cis	1	rs4769475	chr13:26731714	CDK8	chr13:26828756-26978569:+	0.3	4.5	1.33E-5	Response to Homoharringtonine (cytotoxicity)	
PCPG	cis	1	rs4775893	chr15:50898695	SPPL2A	chr15:50999739-51057910:-	0.35	5.07	1.12E-6	QT interval	
PCPG	cis	1	rs4775897	chr15:50944066	SPPL2A	chr15:50999739-51057910:-	0.33	4.74	4.93E-6	QT interval	
PCPG	cis	1	rs477692	chr10:131426022	MGMT	chr10:131265454-131565783:+	0.39	5.08	1.09E-6	Response to temozolomide	
PCPG	cis	1	rs4789693	chr17:80421870	HEXDC	chr17:80376252-80400515:+	0.32	4.63	7.61E-6	Glucocorticoid-induced osteonecrosis	
PCPG	cis	1	rs4794016	chr17:45725931	C17orf57	chr17:45401142-45518675:+	-0.4	-4.61	8.54E-6	Very long-chain saturated fatty acid levels (fatty acid 20:0)	
PCPG	cis	1	rs4794048	chr17:45763073	C17orf57	chr17:45401142-45518675:+	0.38	4.47	1.49E-5	Very long-chain saturated fatty acid levels (fatty acid 20:0)	
PCPG	cis	1	rs479478	chr10:131428959	MGMT	chr10:131265454-131565783:+	0.36	4.72	5.28E-6	Response to temozolomide	
PCPG	cis	1	rs4794823	chr17:38166265	GSDMA	chr17:38119226-38134019:+	-0.67	-8.35	3.63E-14	Neutrophil count;White blood cell count;C-reactive protein and white blood cell count	
PCPG	cis	1	rs4794824	chr17:38179290	GSDMA	chr17:38119226-38134019:+	-0.67	-8.26	6.37E-14	Neutrophil count;White blood cell count;C-reactive protein and white blood cell count	
PCPG	cis	1	rs4795412	chr17:38150604	GSDMA	chr17:38119226-38134019:+	-0.67	-8.15	1.2E-13	Neutrophil count;White blood cell count;C-reactive protein and white blood cell count	
PCPG	cis	1	rs4795415	chr17:38157995	GSDMA	chr17:38119226-38134019:+	-0.67	-8.22	7.91E-14	Neutrophil count;White blood cell count;C-reactive protein and white blood cell count	
PCPG	cis	1	rs4795416	chr17:38158133	GSDMA	chr17:38119226-38134019:+	-0.67	-8.22	7.91E-14	Neutrophil count;White blood cell count;C-reactive protein and white blood cell count	
PCPG	cis	1	rs4795418	chr17:38164851	GSDMA	chr17:38119226-38134019:+	-0.67	-8.35	3.63E-14	Neutrophil count;White blood cell count;C-reactive protein and white blood cell count	
PCPG	cis	1	rs4795525	chr17:28388487	EFCAB5	chr17:28256874-28435469:+	-0.45	-4.36	2.39E-5	Coffee consumption (cups per day)	
PCPG	cis	1	rs4803480	chr19:42066279	CEACAM21	chr19:42055886-42093196:+	0.59	8.61	8.25E-15	Schizophrenia	
PCPG	cis	1	rs4808801	chr19:18571141	ELL	chr19:18553475-18632937:-	-0.37	-4.13	6.01E-5	Breast cancer	
PCPG	cis	1	rs4813562	chr20:25352588	FAM182A	chr20:26035250-26067552:+	0.52	6.5	1.05E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4813563	chr20:25365340	ENTPD6	chr20:25176339-25207360:+	0.34	4.3	3.04E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4813563	chr20:25365340	FAM182A	chr20:26035250-26067552:+	0.47	5.71	5.57E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4813566	chr20:25386465	ENTPD6	chr20:25176339-25207360:+	0.33	4.07	7.46E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4813566	chr20:25386465	FAM182A	chr20:26035250-26067552:+	0.51	6.21	4.83E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815404	chr20:25301845	ENTPD6	chr20:25176339-25207360:+	0.34	4.3	3.04E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815404	chr20:25301845	FAM182A	chr20:26035250-26067552:+	0.47	5.71	5.57E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815405	chr20:25317492	ENTPD6	chr20:25176339-25207360:+	0.34	4.28	3.29E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815405	chr20:25317492	FAM182A	chr20:26035250-26067552:+	0.48	5.97	1.6E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815406	chr20:25341316	FAM182A	chr20:26035250-26067552:+	0.52	6.5	1.05E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815407	chr20:25341478	ENTPD6	chr20:25176339-25207360:+	0.33	4.19	4.63E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815407	chr20:25341478	FAM182A	chr20:26035250-26067552:+	0.48	5.86	2.76E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815408	chr20:25346678	ENTPD6	chr20:25176339-25207360:+	0.34	4.3	3.04E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815408	chr20:25346678	FAM182A	chr20:26035250-26067552:+	0.47	5.71	5.57E-8	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815409	chr20:25346697	ENTPD6	chr20:25176339-25207360:+	0.32	4.06	7.89E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815409	chr20:25346697	FAM182A	chr20:26035250-26067552:+	0.51	6.35	2.33E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815411	chr20:25350223	ENTPD6	chr20:25176339-25207360:+	0.32	4.04	8.27E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815411	chr20:25350223	FAM182A	chr20:26035250-26067552:+	0.52	6.51	9.79E-10	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815412	chr20:25350325	FAM182A	chr20:26035250-26067552:+	-0.52	-6.5	1.05E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815417	chr20:25379526	ENTPD6	chr20:25176339-25207360:+	0.33	4.07	7.46E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815417	chr20:25379526	FAM182A	chr20:26035250-26067552:+	0.51	6.2	4.85E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815418	chr20:25382211	ENTPD6	chr20:25176339-25207360:+	0.33	4.07	7.46E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815418	chr20:25382211	FAM182A	chr20:26035250-26067552:+	0.51	6.21	4.83E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815420	chr20:25383979	FAM182A	chr20:26035250-26067552:+	0.5	6.08	9.2E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815421	chr20:25386509	ENTPD6	chr20:25176339-25207360:+	0.33	4.07	7.46E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815421	chr20:25386509	FAM182A	chr20:26035250-26067552:+	0.51	6.21	4.83E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815424	chr20:25390284	ENTPD6	chr20:25176339-25207360:+	0.34	4.31	2.85E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815424	chr20:25390284	FAM182A	chr20:26035250-26067552:+	0.46	5.58	1.05E-7	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815426	chr20:25405186	ENTPD6	chr20:25176339-25207360:+	0.33	4.07	7.46E-5	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs4815426	chr20:25405186	FAM182A	chr20:26035250-26067552:+	0.51	6.21	4.83E-9	Liver enzyme levels (alkaline phosphatase)	
PCPG	cis	1	rs485576	chr10:131425496	MGMT	chr10:131265454-131565783:+	0.39	5.08	1.09E-6	Response to temozolomide	
PCPG	cis	1	rs4858817	chr3:48416756	TREX1	chr3:48501186-48509043:+	0.27	4.12	6.13E-5	Longevity	
PCPG	cis	1	rs486301	chr15:43836949	ADAL	chr15:43622872-43646094:+	-0.6	-5.84	3.02E-8	Tumor biomarkers	
PCPG	cis	1	rs4869313	chr5:96223880	ERAP2	chr5:96211644-96255398:+	-1.1	-18.31	1.71E-40	Pediatric autoimmune diseases	
PCPG	cis	1	rs4869313	chr5:96223880	LNPEP	chr5:96271346-96365115:+	-0.2	-4.28	3.24E-5	Pediatric autoimmune diseases	
PCPG	cis	1	rs4886018	chr13:52990717	CKAP2	chr13:53029495-53050763:+	-0.46	-7.13	3.73E-11	Lewy body disease	
PCPG	cis	1	rs4903201	chr14:74659690	LIN52	chr14:74551656-74667117:+	-0.32	-5.98	1.48E-8	Common traits (Other)	
PCPG	cis	1	rs4903202	chr14:74660302	LIN52	chr14:74551656-74667117:+	-0.32	-5.98	1.48E-8	Common traits (Other)	
PCPG	cis	1	rs4903203	chr14:74660508	LIN52	chr14:74551656-74667117:+	-0.32	-5.98	1.48E-8	Common traits (Other)	
PCPG	cis	1	rs4911178	chr20:33952620	UQCC	chr20:33890383-33999833:-	0.42	5.4	2.53E-7	Height	
PCPG	cis	1	rs4911180	chr20:33972948	UQCC	chr20:33890383-33999833:-	0.39	4.94	1.99E-6	Height	
PCPG	cis	1	rs4911491	chr20:33947285	UQCC	chr20:33890383-33999833:-	0.42	5.39	2.62E-7	Height	
PCPG	cis	1	rs4911492	chr20:33951799	UQCC	chr20:33890383-33999833:-	0.42	5.4	2.53E-7	Height	
PCPG	cis	1	rs4911494	chr20:33971914	UQCC	chr20:33890383-33999833:-	0.4	5.15	7.93E-7	Height	
PCPG	cis	1	rs4911496	chr20:33972053	CPNE1	chr20:34213968-34262539:-	-0.33	-4.5	1.35E-5	Height	
PCPG	cis	1	rs4911496	chr20:33972053	UQCC	chr20:33890383-33999833:-	-0.48	-6.18	5.4E-9	Height	
PCPG	cis	1	rs4919690	chr10:104616500	AS3MT	chr10:104613967-104661653:+	0.31	5.08	1.08E-6	Arsenic metabolism	
PCPG	cis	1	rs4919690	chr10:104616500	C10orf32	chr10:104613967-104624718:+	0.61	7.62	2.36E-12	Arsenic metabolism	
PCPG	cis	1	rs4924935	chr17:18753870	FOXO3B	chr17:18569236-18576494:-	-0.4	-4.44	1.71E-5	Pancreatic cancer	
PCPG	cis	1	rs4925166	chr17:18210810	LOC220594	chr17:18414577-18445234:-	-0.41	-4.2	4.58E-5	Multiple sclerosis	
PCPG	cis	1	rs4925166	chr17:18210810	SHMT1	chr17:18231195-18266856:-	0.42	6.1	8.35E-9	Multiple sclerosis	
PCPG	cis	1	rs4925540	chr1:247214878	ZNF670	chr1:247200087-247242069:-	-0.45	-5.95	1.75E-8	Response to taxane treatment (docetaxel)	
PCPG	cis	1	rs4930726	chr12:124428331	DNAH10	chr12:124247042-124420265:+	0.32	4.06	7.91E-5	Waist-to-hip ratio adjusted for body mass index	
PCPG	cis	1	rs4932148	chr15:90394356	AP3S2	chr15:90373832-90456222:-	-0.7	-7.92	4.48E-13	Type 2 diabetes	
PCPG	cis	1	rs4951261	chr1:205717823	RAB7L1	chr1:205737115-205744610:-	-0.37	-5.02	1.41E-6	Menarche (age at onset)	
PCPG	cis	1	rs4955485	chr3:134295843	ANAPC13	chr3:134196547-134204865:-	0.36	4.86	2.81E-6	Height	
PCPG	cis	1	rs4955555	chr3:134286427	ANAPC13	chr3:134196547-134204865:-	0.36	5.01	1.45E-6	Height	
PCPG	cis	1	rs4958422	chr5:150186734	LOC134466	chr5:150310000-150326146:-	0.75	4.13	6.04E-5	Crohn's disease	
PCPG	cis	1	rs496584	chr15:43831923	ADAL	chr15:43622872-43646094:+	-0.57	-5.73	5.06E-8	Tumor biomarkers	
PCPG	cis	1	rs4970696	chr1:92968853	EVI5	chr1:92974255-93257961:-	-0.31	-4.12	6.24E-5	Cholesterol, total	
PCPG	cis	1	rs4970709	chr1:92988592	EVI5	chr1:92974255-93257961:-	-0.29	-4.03	8.73E-5	Cholesterol, total	
PCPG	cis	1	rs4970710	chr1:92988717	EVI5	chr1:92974255-93257961:-	-0.29	-4.03	8.73E-5	Cholesterol, total	
PCPG	cis	1	rs4971316	chr1:247210903	ZNF670	chr1:247200087-247242069:-	-0.47	-5.93	1.96E-8	Response to taxane treatment (docetaxel)	
PCPG	cis	1	rs4971319	chr1:247211565	ZNF670	chr1:247200087-247242069:-	-0.47	-5.93	1.96E-8	Response to taxane treatment (docetaxel)	
PCPG	cis	1	rs4973991	chr3:41927273	ULK4	chr3:41288091-42003660:-	-0.79	-11.1	2.04E-21	Diastolic blood pressure	
PCPG	cis	1	rs4974483	chr3:134219001	ANAPC13	chr3:134196547-134204865:-	0.35	4.85	2.98E-6	Height	
PCPG	cis	1	rs4974484	chr3:134219019	ANAPC13	chr3:134196547-134204865:-	0.35	4.76	4.46E-6	Height	
PCPG	cis	1	rs4974493	chr3:134219993	ANAPC13	chr3:134196547-134204865:-	0.36	4.91	2.3E-6	Height	
PCPG	cis	1	rs501220	chr6:25873025	BTN3A2	chr6:26365398-26378546:+	-0.51	-4.02	8.99E-5	Homocysteine levels	
PCPG	cis	1	rs503660	chr10:131418999	MGMT	chr10:131265454-131565783:+	0.37	4.84	3.18E-6	Response to temozolomide	
PCPG	cis	1	rs506274	chr10:131409392	MGMT	chr10:131265454-131565783:+	0.35	4.55	1.1E-5	Response to temozolomide	
PCPG	cis	1	rs508303	chr10:131424996	MGMT	chr10:131265454-131565783:+	-0.37	-4.73	5.03E-6	Response to temozolomide	
PCPG	cis	1	rs513736	chr10:131406489	MGMT	chr10:131265454-131565783:+	0.36	4.65	7.13E-6	Response to temozolomide	
PCPG	cis	1	rs516704	chr10:131419879	MGMT	chr10:131265454-131565783:+	0.37	4.83	3.29E-6	Response to temozolomide	
PCPG	cis	1	rs522891	chr10:131430916	MGMT	chr10:131265454-131565783:+	-0.37	-4.9	2.4E-6	Response to temozolomide	
PCPG	cis	1	rs530466	chr10:131427717	MGMT	chr10:131265454-131565783:+	0.4	5.13	8.55E-7	Response to temozolomide	
PCPG	cis	1	rs531572	chr10:131427569	MGMT	chr10:131265454-131565783:+	-0.37	-4.91	2.33E-6	Response to temozolomide	
PCPG	cis	1	rs538969	chr10:131410608	MGMT	chr10:131265454-131565783:+	0.35	4.58	9.68E-6	Response to temozolomide	
PCPG	cis	1	rs548390	chr10:131417427	MGMT	chr10:131265454-131565783:+	0.37	4.86	2.85E-6	Response to temozolomide	
PCPG	cis	1	rs553371	chr10:131413676	MGMT	chr10:131265454-131565783:+	0.37	4.86	2.81E-6	Response to temozolomide	
PCPG	cis	1	rs554792	chr10:131423181	MGMT	chr10:131265454-131565783:+	0.37	4.85	3.0E-6	Response to temozolomide	
PCPG	cis	1	rs55742763	chr16:31340368	ZNF764	chr16:30565086-30569584:-	-0.32	-4.09	6.99E-5	IgA nephropathy	
PCPG	cis	1	rs55788133	chr15:40664239	C15orf23	chr15:40674922-40686488:+	1.08	10.55	6.29E-20	Heschl's gyrus morphology	
PCPG	cis	1	rs55791720	chr12:1066834	RAD52	chr12:1021255-1099219:-	0.32	4.75	4.7E-6	Lung cancer	
PCPG	cis	1	rs55835850	chr2:28949296	TRMT61B	chr2:29072690-29093175:-	0.51	5	1.57E-6	Body mass index	
PCPG	cis	1	rs558764	chr10:131426957	MGMT	chr10:131265454-131565783:+	-0.37	-4.9	2.38E-6	Response to temozolomide	
